1000	1.8	10	2	0.919436018	0.404322391
1000	1.8	10	5	6.162094147	0.171642982
1000	1.8	10	7	10.90402202	1.110112793
1000	1.8	10	10	15.97773284	1.697000914
1000	1.8	10	13	21.39591057	2.997177019
1000	1.8	10	15	25.4303112	2.856758199
1000	1.8	10	17	28.96771149	3.180611306
1000	1.8	10	19	30.45603865	3.240478598
1000	1.8	10	21	31.79842714	3.509452452
1000	1.8	10	23	32.63698461	3.764497757
1000	1.8	10	26	33.05512864	4.077852687
1000	1.8	10	28	33.27280081	4.066780179
20000	1.8	10	2	1.13327716	1.057515898
20000	1.8	10	5	4.601797551	0.932104603
20000	1.8	10	7	6.378811369	0.85767865
20000	1.8	10	10	8.449837097	1.193402835
20000	1.8	10	13	11.32349174	1.466736481
20000	1.8	10	15	15.31403213	2.285474509
20000	1.8	10	17	21.33349062	4.083599616
20000	1.8	10	19	29.17153129	6.875323734
20000	1.8	10	21	36.05380294	7.554341204
20000	1.8	10	23	41.04009662	6.074475632
20000	1.8	10	26	43.10820132	3.586092263
20000	1.8	10	28	44.65991462	2.357678732
1000	3	10	2	0.363433458	0.054657416
1000	3	10	5	2.553671256	0.172384102
1000	3	10	7	4.96649004	0.647665144
1000	3	10	10	7.414136372	1.813652633
1000	3	10	13	12.66419816	2.246268936
1000	3	10	15	16.33504413	1.817753599
1000	3	10	17	19.02856172	1.544998158
1000	3	10	19	20.71642825	0.863219633
1000	3	10	21	21.70676641	0.864456988
1000	3	10	23	22.55395212	0.865902459
1000	3	10	26	22.92168609	0.518899646
1000	3	10	28	23.05197481	0.499107615
20000	3	10	2	0.309303296	0.086831157
20000	3	10	5	1.76042275	0.094291134
20000	3	10	7	2.860591271	0.313870969
20000	3	10	10	3.520910336	0.709862775
20000	3	10	13	4.744278497	1.981011856
20000	3	10	15	7.94488517	2.010140107
20000	3	10	17	12.85408639	1.097993786
20000	3	10	19	19.6828809	1.737186488
20000	3	10	21	24.79928356	2.482975406
20000	3	10	23	28.24962621	2.926199887
20000	3	10	26	29.26780394	2.651298842
20000	3	10	28	29.60311458	2.472869853
1000	1.8	20	2	1.410920121	0.568816916
1000	1.8	20	5	11.94888215	3.051732086
1000	1.8	20	7	22.2495787	4.758559159
1000	1.8	20	10	27.53317605	5.061340543
1000	1.8	20	13	30.98190091	3.205893403
1000	1.8	20	15	32.75058982	2.750580227
1000	1.8	20	17	34.43571509	2.280521308
1000	1.8	20	19	35.61782946	2.147931346
1000	1.8	20	21	36.36221773	2.040483682
1000	1.8	20	23	36.95739805	1.927463903
1000	1.8	20	26	37.15709471	1.947491729
1000	1.8	20	28	37.44113021	1.993153779
20000	1.8	20	2	1.460790922	1.355495603
20000	1.8	20	5	8.033052466	1.194296695
20000	1.8	20	7	14.15611729	1.474852465
20000	1.8	20	10	26.95146613	1.660492626
20000	1.8	20	13	48.68391192	3.898788616
20000	1.8	20	15	55.64956746	3.690292382
20000	1.8	20	17	61.89073138	3.740180775
20000	1.8	20	19	64.83950118	5.320164523
20000	1.8	20	21	66.81854848	5.070223399
20000	1.8	20	23	67.85057859	5.318496928
20000	1.8	20	26	68.20588698	5.543748329
20000	1.8	20	28	68.57864285	5.332522672
1000	3	20	2	0.662946739	0.2607872
1000	3	20	5	7.222555973	1.864840281
1000	3	20	7	14.81908446	2.782780755
1000	3	20	10	19.42266832	2.616393074
1000	3	20	13	21.81678134	2.644590516
1000	3	20	15	22.75076628	2.920789383
1000	3	20	17	23.67939228	2.869930753
1000	3	20	19	24.44803626	2.832098379
1000	3	20	21	24.90897323	2.805678682
1000	3	20	23	25.26438273	2.833748826
1000	3	20	26	25.41305142	2.833051848
1000	3	20	28	25.5434188	2.811507242
20000	3	20	2	1.055068836	0.695013426
20000	3	20	5	2.980705048	0.798195002
20000	3	20	7	12.74002423	1.05034181
20000	3	20	10	26.29580447	1.786326319
20000	3	20	13	34.97523375	1.021882007
20000	3	20	15	36.98015455	1.177078412
20000	3	20	17	38.66131397	0.897052132
20000	3	20	19	39.68204198	0.89040965
20000	3	20	21	40.16998715	1.051002915
20000	3	20	23	40.58641227	1.20966562
20000	3	20	26	40.82123982	1.254445834
20000	3	20	28	41.04302389	1.229925
