1	1.8	10	5	12.16379432	3.521304954
1	1.8	10	15	10.6760184	1.711830812
1	1.8	10	28	10.58882274	0.317162971
1	1.8	20	5	8.408931287	2.122898402
1	1.8	20	15	8.468878303	3.87954848
1	1.8	20	28	8.054698927	3.988006264
1	3.5	10	5	9.958290369	0.963609739
1	3.5	10	15	15.77348605	4.694204123
1	3.5	10	28	14.14318758	4.005705724
1	3.5	20	5	7.575546452	1.242123129
1	3.5	20	15	8.560228148	1.675889892
1	3.5	20	28	9.396278647	2.360982746
20	1.8	10	5	9.613321316	1.204192737
20	1.8	10	15	21.06865091	6.507085536
20	1.8	10	28	18.75796597	5.090253681
20	1.8	20	5	5.978352316	0.253456327
20	1.8	20	15	6.207240918	5.910458718
20	1.8	20	28	9.621495911	5.59052119
20	3.5	10	5	7.831006326	1.701339367
20	3.5	10	15	13.94810914	2.494684341
20	3.5	10	28	13.72980706	4.445205651
20	3.5	20	5	5.824485132	0.871638056
20	3.5	20	15	6.275023456	3.510121651
20	3.5	20	28	5.796616782	2.836862509
