5	1.8	10	1	0.654344163	0.077521047
15	1.8	10	1	0.332424814	0.008129554
28	1.8	10	1	0.242695661	0.020608307
5	1.8	20	1	0.415078174	0.066775368
15	1.8	20	1	0.207029224	0.064888835
28	1.8	20	1	0.171202266	0.067552662
5	3.5	10	1	0.794800636	0.026172499
15	3.5	10	1	0.549531546	0.061696034
28	3.5	10	1	0.375415735	0.062564198
5	3.5	20	1	0.515034257	0.04409197
15	3.5	20	1	0.283095451	0.063035294
28	3.5	20	1	0.269428251	0.069650749
5	1.8	10	20	0.677830596	0.019396096
15	1.8	10	20	0.571867125	0.046054205
28	1.8	10	20	0.29331277	0.058327628
5	1.8	20	20	0.428784571	0.04640254
15	1.8	20	20	0.145353025	0.028097894
28	1.8	20	20	0.123001355	0.021462441
5	3.5	10	20	0.812720814	0.031524646
15	3.5	10	20	0.743831802	0.062610899
28	3.5	10	20	0.313747765	0.088769611
5	3.5	20	20	0.661008396	0.094141021
15	3.5	20	20	0.143381931	0.102018068
28	3.5	20	20	0.121646622	0.052756526
